[Block Diagram].[time];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zz]
+2.064000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.065000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.066000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.067000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.068000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.069000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.070000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.071000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.509936e-01;+5.251761e-01;+0.000000e+00;-5.251761e-01;-8.509936e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440726e+00;-1.345266e+00;+4.300000e-01;-6.768510e-01;+4.177070e-01;+6.061300e-01;-5.251761e-01;-8.509936e-01;+0.000000e+00;+5.158127e-01;-3.183250e-01;+7.953656e-01;-1.089131e+00;-1.456488e+00;+8.992659e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;-5.251761e-01;-8.509936e-01;+1.026824e-21;+7.665755e-01;-4.730789e-01;+4.342330e-01;-9.525025e-01;-1.540805e+00;+8.657699e-01;-3.695295e-01;+2.280488e-01;+9.008006e-01;+4.415310e-01;+8.960800e-01;-4.572737e-02;-8.176175e-01;+3.808338e-01;-4.318186e-01;-7.371059e-01;-1.673798e+00;+3.394839e-01;-8.970183e-01;+4.419934e-01;+7.425402e-07;+4.415310e-01;+8.960800e-01;-4.572737e-02;-2.021186e-02;-4.101796e-02;-9.989540e-01;-6.474094e-01;-1.718008e+00;+3.394443e-01;-5.155420e-07;+2.725628e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.662560e-08;+8.970168e-01;-4.419965e-01;-5.829216e-07
+2.072000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.510183e-01;+5.251360e-01;+0.000000e+00;-5.251360e-01;-8.510183e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440719e+00;-1.345262e+00;+4.300000e-01;-6.768734e-01;+4.176768e-01;+6.061258e-01;-5.251360e-01;-8.510183e-01;+0.000000e+00;+5.158242e-01;-3.182985e-01;+7.953688e-01;-1.089121e+00;-1.456466e+00;+8.992678e-01;-3.695376e-01;+2.280297e-01;+9.008021e-01;-5.251360e-01;-8.510183e-01;+1.026817e-21;+7.665991e-01;-4.730436e-01;+4.342299e-01;-9.524882e-01;-1.540777e+00;+8.657713e-01;-3.695376e-01;+2.280297e-01;+9.008021e-01;+4.415329e-01;+8.960803e-01;-4.570367e-02;-8.176128e-01;+3.808445e-01;-4.318180e-01;-7.370868e-01;-1.673759e+00;+3.394843e-01;-8.970176e-01;+4.419948e-01;+2.435123e-07;+4.415329e-01;+8.960803e-01;-4.570367e-02;-2.020100e-02;-4.099689e-02;-9.989550e-01;-6.473904e-01;-1.717969e+00;+3.394448e-01;-3.840753e-07;-5.894720e-07;-1.000000e+00;+4.419979e-01;+8.970161e-01;-6.985263e-07;+8.970161e-01;-4.419979e-01;-8.397639e-08
+2.073000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.511008e-01;+5.250023e-01;+0.000000e+00;-5.250023e-01;-8.511008e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440695e+00;-1.345249e+00;+4.300000e-01;-6.769462e-01;+4.175749e-01;+6.061147e-01;-5.250023e-01;-8.511008e-01;+0.000000e+00;+5.158647e-01;-3.182116e-01;+7.953772e-01;-1.089084e+00;-1.456395e+00;+8.992728e-01;-3.695640e-01;+2.279659e-01;+9.008074e-01;-5.250023e-01;-8.511008e-01;+1.026798e-21;+7.666779e-01;-4.729260e-01;+4.342189e-01;-9.524390e-01;-1.540684e+00;+8.657743e-01;-3.695640e-01;+2.279659e-01;+9.008074e-01;+4.415344e-01;+8.960835e-01;-4.562715e-02;-8.176000e-01;+3.808753e-01;-4.318150e-01;-7.370222e-01;-1.673628e+00;+3.394843e-01;-8.970177e-01;+4.419947e-01;-1.178581e-08;+4.415344e-01;+8.960835e-01;-4.562715e-02;-2.016695e-02;-4.092836e-02;-9.989585e-01;-6.473258e-01;-1.717839e+00;+3.394448e-01;+5.317065e-07;+6.920728e-07;-1.000000e+00;+4.419978e-01;+8.970161e-01;+8.558136e-07;+8.970161e-01;-4.419978e-01;+1.710546e-07
+2.074000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.512400e-01;+5.247765e-01;+0.000000e+00;-5.247765e-01;-8.512400e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440653e+00;-1.345228e+00;+4.300000e-01;-6.770695e-01;+4.174031e-01;+6.060953e-01;-5.247765e-01;-8.512400e-01;+0.000000e+00;+5.159326e-01;-3.180646e-01;+7.953920e-01;-1.089023e+00;-1.456274e+00;+8.992815e-01;-3.696084e-01;+2.278580e-01;+9.008165e-01;-5.247765e-01;-8.512400e-01;+1.026765e-21;+7.668111e-01;-4.727273e-01;+4.342000e-01;-9.523563e-01;-1.540527e+00;+8.657797e-01;-3.696084e-01;+2.278580e-01;+9.008165e-01;+4.415370e-01;+8.960887e-01;-4.549780e-02;-8.175786e-01;+3.809274e-01;-4.318097e-01;-7.369135e-01;-1.673408e+00;+3.394843e-01;-8.970177e-01;+4.419947e-01;+1.890890e-09;+4.415370e-01;+8.960887e-01;-4.549780e-02;-2.010979e-02;-4.081233e-02;-9.989644e-01;-6.472172e-01;-1.717618e+00;+3.394448e-01;+6.637680e-07;+9.920505e-07;-1.000000e+00;+4.419978e-01;+8.970161e-01;+1.183269e-06;+8.970161e-01;-4.419978e-01;+1.569264e-07
+2.075000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.514351e-01;+5.244600e-01;+0.000000e+00;-5.244600e-01;-8.514351e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440596e+00;-1.345198e+00;+4.300000e-01;-6.772427e-01;+4.171624e-01;+6.060675e-01;-5.244600e-01;-8.514351e-01;+0.000000e+00;+5.160272e-01;-3.178582e-01;+7.954132e-01;-1.088938e+00;-1.456105e+00;+8.992940e-01;-3.696717e-01;+2.277074e-01;+9.008286e-01;-5.244600e-01;-8.514351e-01;+1.026718e-21;+7.669971e-01;-4.724486e-01;+4.341749e-01;-9.522407e-01;-1.540306e+00;+8.657877e-01;-3.696717e-01;+2.277074e-01;+9.008286e-01;+4.415410e-01;+8.960960e-01;-4.531656e-02;-8.175478e-01;+3.810005e-01;-4.318034e-01;-7.367610e-01;-1.673100e+00;+3.394852e-01;-8.970175e-01;+4.419950e-01;-1.339049e-06;+4.415410e-01;+8.960960e-01;-4.531656e-02;-2.002849e-02;-4.065034e-02;-9.989727e-01;-6.470646e-01;-1.717310e+00;+3.394459e-01;+1.058126e-06;-1.239999e-06;-1.000000e+00;+4.419981e-01;+8.970160e-01;-6.446090e-07;+8.970160e-01;-4.419981e-01;+1.497233e-06
+2.076000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.516876e-01;+5.240498e-01;+0.000000e+00;-5.240498e-01;-8.516876e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440521e+00;-1.345159e+00;+4.300000e-01;-6.774661e-01;+4.168500e-01;+6.060328e-01;-5.240498e-01;-8.516876e-01;+0.000000e+00;+5.161506e-01;-3.175914e-01;+7.954396e-01;-1.088828e+00;-1.455886e+00;+8.993096e-01;-3.697519e-01;+2.275111e-01;+9.008453e-01;-5.240498e-01;-8.516876e-01;+1.026660e-21;+7.672388e-01;-4.720878e-01;+4.341403e-01;-9.520905e-01;-1.540021e+00;+8.657971e-01;-3.697519e-01;+2.275111e-01;+9.008453e-01;+4.415444e-01;+8.961061e-01;-4.508234e-02;-8.175097e-01;+3.810939e-01;-4.317932e-01;-7.365640e-01;-1.672699e+00;+3.394849e-01;-8.970181e-01;+4.419938e-01;-5.714926e-07;+4.415444e-01;+8.961061e-01;-4.508234e-02;-1.992560e-02;-4.043993e-02;-9.989833e-01;-6.468675e-01;-1.716910e+00;+3.394455e-01;+6.241012e-07;-3.824248e-07;-1.000000e+00;+4.419969e-01;+8.970166e-01;-6.719056e-08;+8.970166e-01;-4.419969e-01;+7.288596e-07
+2.077000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.519957e-01;+5.235488e-01;+0.000000e+00;-5.235488e-01;-8.519957e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440429e+00;-1.345112e+00;+4.300000e-01;-6.777382e-01;+4.164681e-01;+6.059912e-01;-5.235488e-01;-8.519957e-01;+0.000000e+00;+5.163019e-01;-3.172659e-01;+7.954714e-01;-1.088692e+00;-1.455619e+00;+8.993283e-01;-3.698495e-01;+2.272714e-01;+9.008657e-01;-5.235488e-01;-8.519957e-01;+1.026589e-21;+7.675337e-01;-4.716472e-01;+4.340978e-01;-9.519070e-01;-1.539673e+00;+8.658083e-01;-3.698495e-01;+2.272714e-01;+9.008657e-01;+4.415506e-01;+8.961174e-01;-4.479535e-02;-8.174622e-01;+3.812103e-01;-4.317804e-01;-7.363234e-01;-1.672211e+00;+3.394842e-01;-8.970179e-01;+4.419943e-01;+6.442829e-07;+4.415506e-01;+8.961174e-01;-4.479535e-02;-1.979987e-02;-4.018194e-02;-9.989962e-01;-6.466270e-01;-1.716421e+00;+3.394446e-01;-7.727013e-07;-4.642742e-07;-1.000000e+00;+4.419974e-01;+8.970163e-01;-7.579936e-07;+8.970163e-01;-4.419974e-01;-4.879176e-07
+2.078000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.523601e-01;+5.229553e-01;+0.000000e+00;-5.229553e-01;-8.523601e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440321e+00;-1.345055e+00;+4.300000e-01;-6.780605e-01;+4.160159e-01;+6.059412e-01;-5.229553e-01;-8.523601e-01;+0.000000e+00;+5.164801e-01;-3.168802e-01;+7.955094e-01;-1.088532e+00;-1.455302e+00;+8.993508e-01;-3.699661e-01;+2.269883e-01;+9.008892e-01;-5.229553e-01;-8.523601e-01;+1.026504e-21;+7.678820e-01;-4.711248e-01;+4.340491e-01;-9.516902e-01;-1.539260e+00;+8.658220e-01;-3.699661e-01;+2.269883e-01;+9.008892e-01;+4.415579e-01;+8.961307e-01;-4.445574e-02;-8.174054e-01;+3.813477e-01;-4.317665e-01;-7.360385e-01;-1.671633e+00;+3.394842e-01;-8.970175e-01;+4.419950e-01;+6.650453e-07;+4.415579e-01;+8.961307e-01;-4.445574e-02;-1.964981e-02;-3.987729e-02;-9.990114e-01;-6.463421e-01;-1.715843e+00;+3.394447e-01;-1.964280e-07;+7.549047e-07;-1.000000e+00;+4.419981e-01;+8.970160e-01;+5.903408e-07;+8.970160e-01;-4.419981e-01;-5.098655e-07
+2.079000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.527815e-01;+5.222679e-01;+0.000000e+00;-5.222679e-01;-8.527815e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440196e+00;-1.344990e+00;+4.300000e-01;-6.784336e-01;+4.154922e-01;+6.058829e-01;-5.222679e-01;-8.527815e-01;+0.000000e+00;+5.166857e-01;-3.164332e-01;+7.955539e-01;-1.088348e+00;-1.454935e+00;+8.993770e-01;-3.701021e-01;+2.266611e-01;+9.009157e-01;-5.222679e-01;-8.527815e-01;+1.026406e-21;+7.682843e-01;-4.705194e-01;+4.339940e-01;-9.514398e-01;-1.538781e+00;+8.658384e-01;-3.701021e-01;+2.266611e-01;+9.009157e-01;+4.415649e-01;+8.961467e-01;-4.406355e-02;-8.173401e-01;+3.815047e-01;-4.317513e-01;-7.357086e-01;-1.670963e+00;+3.394852e-01;-8.970179e-01;+4.419942e-01;-3.975805e-07;+4.415649e-01;+8.961467e-01;-4.406355e-02;-1.947548e-02;-3.952597e-02;-9.990287e-01;-6.460122e-01;-1.715174e+00;+3.394457e-01;+7.001535e-07;+1.734350e-07;-1.000000e+00;+4.419973e-01;+8.970164e-01;+4.650400e-07;+8.970164e-01;-4.419973e-01;+5.513913e-07
+2.080000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-8.532579e-01;+5.214892e-01;+0.000000e+00;-5.214892e-01;-8.532579e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.440055e+00;-1.344916e+00;+4.300000e-01;-6.788541e-01;+4.148981e-01;+6.058190e-01;-5.214892e-01;-8.532579e-01;+0.000000e+00;+5.169198e-01;-3.159281e-01;+7.956025e-01;-1.088138e+00;-1.454521e+00;+8.994057e-01;-3.702552e-01;+2.262904e-01;+9.009460e-01;-5.214892e-01;-8.532579e-01;+1.026297e-21;+7.687393e-01;-4.698337e-01;+4.339311e-01;-9.511557e-01;-1.538240e+00;+8.658559e-01;-3.702552e-01;+2.262904e-01;+9.009460e-01;+4.415730e-01;+8.961644e-01;-4.361940e-02;-8.172664e-01;+3.816832e-01;-4.317332e-01;-7.353351e-01;-1.670206e+00;+3.394850e-01;-8.970182e-01;+4.419937e-01;-6.079128e-07;+4.415730e-01;+8.961644e-01;-4.361940e-02;-1.927895e-02;-3.912766e-02;-9.990482e-01;-6.456387e-01;-1.714416e+00;+3.394455e-01;+6.775350e-07;-3.448285e-07;-1.000000e+00;+4.419968e-01;+8.970166e-01;-9.848560e-09;+8.970166e-01;-4.419968e-01;+7.601733e-07
