[Block Diagram].[time];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A1].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A2].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A3].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A4].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A5].[Position & orientation reader].[Sout].[zz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[x];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[y];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Pout].[z];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[xz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[yz];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zx];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zy];[Block Diagram].[ComauRacer].[A6].[Position & orientation reader].[Sout].[zz]
+1.574000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.919412e-01;-1.266993e-01;+0.000000e+00;+1.266993e-01;-9.919412e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.360916e+00;-1.260169e+00;+4.300000e-01;-6.521558e-01;-8.329899e-02;+7.534945e-01;+1.266993e-01;-9.919412e-01;+0.000000e+00;+7.474223e-01;+9.546725e-02;+6.574542e-01;-9.313396e-01;-1.114569e+00;+8.178982e-01;-5.808711e-01;-7.419389e-02;+8.106072e-01;+1.266993e-01;-9.919412e-01;+1.276469e-21;+8.040747e-01;+1.027034e-01;+5.855903e-01;-7.687224e-01;-1.093798e+00;+8.131002e-01;-5.808711e-01;-7.419389e-02;+8.106072e-01;+4.105463e-01;+8.331960e-01;+3.704538e-01;-7.028801e-01;+5.479777e-01;-4.535195e-01;-4.298443e-01;-1.050196e+00;+3.394757e-01;-8.970181e-01;+4.419938e-01;+1.456298e-07;+4.105463e-01;+8.331960e-01;+3.704538e-01;+1.637382e-01;+3.323039e-01;-9.288509e-01;-3.401402e-01;-1.094391e+00;+3.394347e-01;-1.218585e-06;+7.820572e-07;-1.000000e+00;+4.419967e-01;+8.970167e-01;+1.629080e-07;+8.970167e-01;-4.419967e-01;-1.438758e-06
+1.575000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.921649e-01;-1.249350e-01;+0.000000e+00;+1.249350e-01;-9.921649e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361041e+00;-1.260454e+00;+4.300000e-01;-6.534973e-01;-8.228941e-02;+7.524425e-01;+1.249350e-01;-9.921649e-01;+0.000000e+00;+7.465471e-01;+9.400638e-02;+6.586579e-01;-9.318225e-01;-1.115695e+00;+8.186084e-01;-5.798716e-01;-7.301834e-02;+8.114292e-01;+1.249350e-01;-9.921649e-01;+1.274687e-21;+8.050716e-01;+1.013759e-01;+5.844508e-01;-7.691754e-01;-1.095214e+00;+8.135801e-01;-5.798716e-01;-7.301834e-02;+8.114292e-01;+4.108636e-01;+8.338393e-01;+3.686504e-01;-7.035197e-01;+5.471566e-01;-4.535191e-01;-4.308813e-01;-1.052300e+00;+3.394755e-01;-8.970178e-01;+4.419943e-01;-5.799651e-07;+4.108636e-01;+8.338393e-01;+3.686504e-01;+1.629419e-01;+3.306858e-01;-9.295681e-01;-3.411772e-01;-1.096494e+00;+3.394346e-01;-5.610600e-07;+4.606084e-07;-1.000000e+00;+4.419972e-01;+8.970164e-01;+1.651864e-07;+8.970164e-01;-4.419972e-01;-7.068676e-07
+1.576000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.923957e-01;-1.230888e-01;+0.000000e+00;+1.230888e-01;-9.923957e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361172e+00;-1.260752e+00;+4.300000e-01;-6.548865e-01;-8.122687e-02;+7.513494e-01;+1.230888e-01;-9.923957e-01;+0.000000e+00;+7.456359e-01;+9.248270e-02;+6.599046e-01;-9.323255e-01;-1.116871e+00;+8.193440e-01;-5.788309e-01;-7.179354e-02;+8.122811e-01;+1.230888e-01;-9.923957e-01;+1.272835e-21;+8.061042e-01;+9.998270e-02;+5.832662e-01;-7.696480e-01;-1.096694e+00;+8.140765e-01;-5.788309e-01;-7.179354e-02;+8.122811e-01;+4.111926e-01;+8.345047e-01;+3.667733e-01;-7.041843e-01;+5.463036e-01;-4.535161e-01;-4.319620e-01;-1.054495e+00;+3.394744e-01;-8.970176e-01;+4.419949e-01;+4.029597e-07;+4.111926e-01;+8.345047e-01;+3.667733e-01;+1.621116e-01;+3.290022e-01;-9.303104e-01;-3.422580e-01;-1.098690e+00;+3.394334e-01;-1.865305e-06;+2.269511e-08;-1.000000e+00;+4.419978e-01;+8.970161e-01;-8.041029e-07;+8.970161e-01;-4.419978e-01;-1.683240e-06
+1.577000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.926325e-01;-1.211643e-01;+0.000000e+00;+1.211643e-01;-9.926325e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361310e+00;-1.261062e+00;+4.300000e-01;-6.563240e-01;-8.011324e-02;+7.502138e-01;+1.211643e-01;-9.926325e-01;+0.000000e+00;+7.446866e-01;+9.089910e-02;+6.611953e-01;-9.328500e-01;-1.118094e+00;+8.201055e-01;-5.777510e-01;-7.052235e-02;+8.131607e-01;+1.211643e-01;-9.926325e-01;+1.270912e-21;+8.071697e-01;+9.852601e-02;+5.820392e-01;-7.701419e-01;-1.098233e+00;+8.145905e-01;-5.777510e-01;-7.052235e-02;+8.131607e-01;+4.115298e-01;+8.351921e-01;+3.648252e-01;-7.048737e-01;+5.454180e-01;-4.535111e-01;-4.330868e-01;-1.056777e+00;+3.394747e-01;-8.970181e-01;+4.419939e-01;-2.758417e-07;+4.115298e-01;+8.351921e-01;+3.648252e-01;+1.612507e-01;+3.272547e-01;-9.310760e-01;-3.433828e-01;-1.100972e+00;+3.394337e-01;-1.486207e-06;-7.590861e-07;-1.000000e+00;+4.419968e-01;+8.970166e-01;-1.337811e-06;+8.970166e-01;-4.419968e-01;-9.976384e-07
+1.578000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.928753e-01;-1.191578e-01;+0.000000e+00;+1.191578e-01;-9.928753e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361454e+00;-1.261385e+00;+4.300000e-01;-6.578082e-01;-7.894545e-02;+7.490367e-01;+1.191578e-01;-9.928753e-01;+0.000000e+00;+7.437000e-01;+8.925357e-02;+6.625285e-01;-9.333956e-01;-1.119366e+00;+8.208921e-01;-5.766305e-01;-6.920308e-02;+8.140689e-01;+1.191578e-01;-9.928753e-01;+1.268917e-21;+8.082689e-01;+9.700267e-02;+5.807683e-01;-7.706564e-01;-1.099835e+00;+8.151211e-01;-5.766305e-01;-6.920308e-02;+8.140689e-01;+4.118786e-01;+8.358997e-01;+3.628054e-01;-7.055872e-01;+5.445022e-01;-4.535020e-01;-4.342561e-01;-1.059150e+00;+3.394749e-01;-8.970180e-01;+4.419940e-01;-5.334611e-07;+4.118786e-01;+8.358997e-01;+3.628054e-01;+1.603583e-01;+3.254428e-01;-9.318649e-01;-3.445522e-01;-1.103345e+00;+3.394339e-01;-7.693637e-07;+9.691613e-08;-1.000000e+00;+4.419970e-01;+8.970166e-01;-2.531210e-07;+8.970166e-01;-4.419970e-01;-7.329686e-07
+1.579000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.931239e-01;-1.170677e-01;+0.000000e+00;+1.170677e-01;-9.931239e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361605e+00;-1.261720e+00;+4.300000e-01;-6.593377e-01;-7.772155e-02;+7.478189e-01;+1.170677e-01;-9.931239e-01;+0.000000e+00;+7.426769e-01;+8.754543e-02;+6.639027e-01;-9.339620e-01;-1.120688e+00;+8.217028e-01;-5.754689e-01;-6.783525e-02;+8.150054e-01;+1.170677e-01;-9.931239e-01;+1.266855e-21;+8.094014e-01;+9.541080e-02;+5.794533e-01;-7.711915e-01;-1.101500e+00;+8.156672e-01;-5.754689e-01;-6.783525e-02;+8.150054e-01;+4.122387e-01;+8.366272e-01;+3.607134e-01;-7.063248e-01;+5.435562e-01;-4.534887e-01;-4.354699e-01;-1.061614e+00;+3.394741e-01;-8.970176e-01;+4.419948e-01;+1.357398e-06;+4.122387e-01;+8.366272e-01;+3.607134e-01;+1.594323e-01;+3.235668e-01;-9.326767e-01;-3.457660e-01;-1.105809e+00;+3.394330e-01;-2.998083e-06;-1.647148e-07;-1.000000e+00;+4.419977e-01;+8.970162e-01;-1.472898e-06;+8.970162e-01;-4.419977e-01;-2.616525e-06
+1.580000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.933774e-01;-1.148973e-01;+0.000000e+00;+1.148973e-01;-9.933774e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361762e+00;-1.262069e+00;+4.300000e-01;-6.609115e-01;-7.644319e-02;+7.465604e-01;+1.148973e-01;-9.933774e-01;+0.000000e+00;+7.416162e-01;+8.577775e-02;+6.653177e-01;-9.345498e-01;-1.122056e+00;+8.225377e-01;-5.742698e-01;-6.642192e-02;+8.159671e-01;+1.148973e-01;-9.933774e-01;+1.264722e-21;+8.105633e-01;+9.375240e-02;+5.780983e-01;-7.717480e-01;-1.103225e+00;+8.162297e-01;-5.742698e-01;-6.642192e-02;+8.159671e-01;+4.126063e-01;+8.373744e-01;+3.585529e-01;-7.070857e-01;+5.425793e-01;-4.534727e-01;-4.367270e-01;-1.064165e+00;+3.394750e-01;-8.970177e-01;+4.419946e-01;+6.016425e-07;+4.126063e-01;+8.373744e-01;+3.585529e-01;+1.584779e-01;+3.216285e-01;-9.335094e-01;-3.470232e-01;-1.108361e+00;+3.394339e-01;-1.277049e-06;+1.601128e-06;-1.000000e+00;+4.419975e-01;+8.970163e-01;+8.717859e-07;+8.970163e-01;-4.419975e-01;-1.853228e-06
+1.581000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.936355e-01;-1.126431e-01;+0.000000e+00;+1.126431e-01;-9.936355e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.361927e+00;-1.262430e+00;+4.300000e-01;-6.625282e-01;-7.510723e-02;+7.452619e-01;+1.126431e-01;-9.936355e-01;+0.000000e+00;+7.405187e-01;+8.394860e-02;+6.667718e-01;-9.351586e-01;-1.123473e+00;+8.233956e-01;-5.730300e-01;-6.496131e-02;+8.169557e-01;+1.126431e-01;-9.936355e-01;+1.262523e-21;+8.117562e-01;+9.202441e-02;+5.767004e-01;-7.723254e-01;-1.105013e+00;+8.168071e-01;-5.730300e-01;-6.496131e-02;+8.169557e-01;+4.129827e-01;+8.381413e-01;+3.563207e-01;-7.078714e-01;+5.415710e-01;-4.534522e-01;-4.380290e-01;-1.066807e+00;+3.394751e-01;-8.970182e-01;+4.419936e-01;-2.729623e-07;+4.129827e-01;+8.381413e-01;+3.563207e-01;+1.574917e-01;+3.196260e-01;-9.343637e-01;-3.483251e-01;-1.111002e+00;+3.394340e-01;-8.115387e-07;+5.494789e-07;-1.000000e+00;+4.419965e-01;+8.970168e-01;+1.341946e-07;+8.970168e-01;-4.419965e-01;-9.708316e-07
+1.582000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.938980e-01;-1.103033e-01;+0.000000e+00;+1.103033e-01;-9.938980e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.362098e+00;-1.262805e+00;+4.300000e-01;-6.641873e-01;-7.371184e-02;+7.439233e-01;+1.103033e-01;-9.938980e-01;+0.000000e+00;+7.393838e-01;+8.205720e-02;+6.682650e-01;-9.357888e-01;-1.124940e+00;+8.242766e-01;-5.717520e-01;-6.345333e-02;+8.179690e-01;+1.103033e-01;-9.938980e-01;+1.260255e-21;+8.129778e-01;+9.022469e-02;+5.752623e-01;-7.729244e-01;-1.106865e+00;+8.173998e-01;-5.717520e-01;-6.345333e-02;+8.179690e-01;+4.133701e-01;+8.389247e-01;+3.540204e-01;-7.086782e-01;+5.405358e-01;-4.534272e-01;-4.393747e-01;-1.069540e+00;+3.394760e-01;-8.970175e-01;+4.419950e-01;-7.619081e-07;+4.133701e-01;+8.389247e-01;+3.540204e-01;+1.564759e-01;+3.175622e-01;-9.352377e-01;-3.496709e-01;-1.113735e+00;+3.394350e-01;-2.694877e-07;+5.251643e-07;-1.000000e+00;+4.419979e-01;+8.970161e-01;+3.519678e-07;+8.970161e-01;-4.419979e-01;-4.738563e-07
+1.583000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.941640e-01;-1.078796e-01;+0.000000e+00;+1.078796e-01;-9.941640e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.362276e+00;-1.263192e+00;+4.300000e-01;-6.658855e-01;-7.225718e-02;+7.425466e-01;+1.078796e-01;-9.941640e-01;+0.000000e+00;+7.382131e-01;+8.010565e-02;+6.697944e-01;-9.364397e-01;-1.126455e+00;+8.251789e-01;-5.704323e-01;-6.189927e-02;+8.190089e-01;+1.078796e-01;-9.941640e-01;+1.257923e-21;+8.142291e-01;+8.835437e-02;+5.737809e-01;-7.735443e-01;-1.108779e+00;+8.180056e-01;-5.704323e-01;-6.189927e-02;+8.190089e-01;+4.137655e-01;+8.397268e-01;+3.516490e-01;-7.095105e-01;+5.394696e-01;-4.533955e-01;-4.407657e-01;-1.072361e+00;+3.394745e-01;-8.970179e-01;+4.419943e-01;+1.735033e-06;+4.137655e-01;+8.397268e-01;+3.516490e-01;+1.554254e-01;+3.154362e-01;-9.361319e-01;-3.510620e-01;-1.116557e+00;+3.394333e-01;-2.583538e-06;+1.459384e-06;-1.000000e+00;+4.419972e-01;+8.970164e-01;+1.671748e-07;+8.970164e-01;-4.419972e-01;-2.962520e-06
+1.584000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.944331e-01;-1.053703e-01;+0.000000e+00;+1.053703e-01;-9.944331e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.362461e+00;-1.263593e+00;+4.300000e-01;-6.676236e-01;-7.074150e-02;+7.411304e-01;+1.053703e-01;-9.944331e-01;+0.000000e+00;+7.370046e-01;+7.809312e-02;+6.713611e-01;-9.371123e-01;-1.128019e+00;+8.261033e-01;-5.690775e-01;-6.029953e-02;+8.200700e-01;+1.053703e-01;-9.944331e-01;+1.255524e-21;+8.155047e-01;+8.641100e-02;+5.722632e-01;-7.741863e-01;-1.110755e+00;+8.186265e-01;-5.690775e-01;-6.029953e-02;+8.200700e-01;+4.141681e-01;+8.405450e-01;+3.492119e-01;-7.103630e-01;+5.383755e-01;-4.533611e-01;-4.421994e-01;-1.075272e+00;+3.394758e-01;-8.970177e-01;+4.419946e-01;-4.768906e-07;+4.141681e-01;+8.405450e-01;+3.492119e-01;+1.543502e-01;+3.132491e-01;-9.370438e-01;-3.524957e-01;-1.119468e+00;+3.394347e-01;-5.094920e-07;+6.449501e-07;-1.000000e+00;+4.419975e-01;+8.970163e-01;+3.533365e-07;+8.970163e-01;-4.419975e-01;-7.420890e-07
+1.585000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.947048e-01;-1.027734e-01;+0.000000e+00;+1.027734e-01;-9.947048e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.362654e+00;-1.264007e+00;+4.300000e-01;-6.693987e-01;-6.916264e-02;+7.396769e-01;+1.027734e-01;-9.947048e-01;+0.000000e+00;+7.357602e-01;+7.601914e-02;+6.729622e-01;-9.378057e-01;-1.129632e+00;+8.270479e-01;-5.676815e-01;-5.865317e-02;+8.211562e-01;+1.027734e-01;-9.947048e-01;+1.253061e-21;+8.168080e-01;+8.439305e-02;+5.707035e-01;-7.748497e-01;-1.112795e+00;+8.192597e-01;-5.676815e-01;-5.865317e-02;+8.211562e-01;+4.145802e-01;+8.413791e-01;+3.467051e-01;-7.112390e-01;+5.372532e-01;-4.533190e-01;-4.436784e-01;-1.078275e+00;+3.394747e-01;-8.970174e-01;+4.419952e-01;+3.787782e-07;+4.145802e-01;+8.413791e-01;+3.467051e-01;+1.532417e-01;+3.110007e-01;-9.379742e-01;-3.539748e-01;-1.122470e+00;+3.394336e-01;-1.288841e-06;+9.794072e-07;-1.000000e+00;+4.419981e-01;+8.970160e-01;+3.088785e-07;+8.970160e-01;-4.419981e-01;-1.589007e-06
+1.586000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.949783e-01;-1.000908e-01;+0.000000e+00;+1.000908e-01;-9.949783e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.362855e+00;-1.264434e+00;+4.300000e-01;-6.712111e-01;-6.752114e-02;+7.381846e-01;+1.000908e-01;-9.949783e-01;+0.000000e+00;+7.344777e-01;+7.388550e-02;+6.745988e-01;-9.385214e-01;-1.131293e+00;+8.280135e-01;-5.662494e-01;-5.696242e-02;+8.222633e-01;+1.000908e-01;-9.949783e-01;+1.250533e-21;+8.181341e-01;+8.230100e-02;+5.691073e-01;-7.755359e-01;-1.114897e+00;+8.199071e-01;-5.662494e-01;-5.696242e-02;+8.222633e-01;+4.149986e-01;+8.422283e-01;+3.441332e-01;-7.121360e-01;+5.361033e-01;-4.532720e-01;-4.452014e-01;-1.081365e+00;+3.394756e-01;-8.970173e-01;+4.419954e-01;-2.697495e-07;+4.149986e-01;+8.422283e-01;+3.441332e-01;+1.521055e-01;+3.086933e-01;-9.389208e-01;-3.554979e-01;-1.125561e+00;+3.394345e-01;-8.934770e-07;+2.942068e-07;-1.000000e+00;+4.419983e-01;+8.970159e-01;-1.310071e-07;+8.970159e-01;-4.419983e-01;-9.315020e-07
+1.587000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.952531e-01;-9.732061e-02;+0.000000e+00;+9.732061e-02;-9.952531e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.363063e+00;-1.264874e+00;+4.300000e-01;-6.730566e-01;-6.581469e-02;+7.366568e-01;+9.732061e-02;-9.952531e-01;+0.000000e+00;+7.331600e-01;+7.169189e-02;+6.762668e-01;-9.392576e-01;-1.133003e+00;+8.289976e-01;-5.647779e-01;-5.522668e-02;+8.233930e-01;+9.732061e-02;-9.952531e-01;+1.247945e-21;+8.194844e-01;+8.013311e-02;+5.674716e-01;-7.762435e-01;-1.117063e+00;+8.205656e-01;-5.647779e-01;-5.522668e-02;+8.233930e-01;+4.154232e-01;+8.430931e-01;+3.414932e-01;-7.130565e-01;+5.349243e-01;-4.532179e-01;-4.467689e-01;-1.084544e+00;+3.394743e-01;-8.970183e-01;+4.419934e-01;+1.945051e-06;+4.154232e-01;+8.430931e-01;+3.414932e-01;+1.509361e-01;+3.063264e-01;-9.398843e-01;-3.570653e-01;-1.128740e+00;+3.394330e-01;-3.034782e-06;+9.385521e-07;-1.000000e+00;+4.419963e-01;+8.970169e-01;-4.994654e-07;+8.970169e-01;-4.419963e-01;-3.137087e-06
+1.588000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.955287e-01;-9.445930e-02;+0.000000e+00;+9.445930e-02;-9.955287e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.363279e+00;-1.265328e+00;+4.300000e-01;-6.749371e-01;-6.404043e-02;+7.350909e-01;+9.445930e-02;-9.955287e-01;+0.000000e+00;+7.318041e-01;+6.943617e-02;+6.779685e-01;-9.400162e-01;-1.134763e+00;+8.300017e-01;-5.632721e-01;-5.344526e-02;+8.245412e-01;+9.445930e-02;-9.955287e-01;+1.245292e-21;+8.208544e-01;+7.788558e-02;+5.658020e-01;-7.769742e-01;-1.119293e+00;+8.212378e-01;-5.632721e-01;-5.344526e-02;+8.245412e-01;+4.158553e-01;+8.439704e-01;+3.387895e-01;-7.139950e-01;+5.337205e-01;-4.531595e-01;-4.483795e-01;-1.087816e+00;+3.394760e-01;-8.970179e-01;+4.419942e-01;-8.149402e-07;+4.158553e-01;+8.439704e-01;+3.387895e-01;+1.497437e-01;+3.039000e-01;-9.408622e-01;-3.586760e-01;-1.132012e+00;+3.394349e-01;+8.661061e-09;+8.493892e-07;-1.000000e+00;+4.419971e-01;+8.970165e-01;+7.657442e-07;+8.970165e-01;-4.419971e-01;-3.676584e-07
+1.589000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.958041e-01;-9.151031e-02;+0.000000e+00;+9.151031e-02;-9.958041e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.363503e+00;-1.265795e+00;+4.300000e-01;-6.768480e-01;-6.219955e-02;+7.334903e-01;+9.151031e-02;-9.958041e-01;+0.000000e+00;+7.304126e-01;+6.712192e-02;+6.796999e-01;-9.407959e-01;-1.136571e+00;+8.310232e-01;-5.617271e-01;-5.162042e-02;+8.257106e-01;+9.151031e-02;-9.958041e-01;+1.242581e-21;+8.222460e-01;+7.556103e-02;+5.640940e-01;-7.777272e-01;-1.121585e+00;+8.219203e-01;-5.617271e-01;-5.162042e-02;+8.257106e-01;+4.162934e-01;+8.448611e-01;+3.360201e-01;-7.149563e-01;+5.324895e-01;-4.530922e-01;-4.500352e-01;-1.091174e+00;+3.394756e-01;-8.970184e-01;+4.419931e-01;+4.193500e-08;+4.162934e-01;+8.448611e-01;+3.360201e-01;+1.485186e-01;+3.014163e-01;-9.418548e-01;-3.603317e-01;-1.135370e+00;+3.394345e-01;-1.223281e-06;+2.659809e-07;-1.000000e+00;+4.419961e-01;+8.970170e-01;-3.020961e-07;+8.970170e-01;-4.419961e-01;-1.214866e-06
+1.590000e+01;-1.521110e+00;-1.189900e+00;-4.768370e-07;-9.960790e-01;-8.846838e-02;+0.000000e+00;+8.846838e-02;-9.960790e-01;+0.000000e+00;+0.000000e+00;+0.000000e+00;+1.000000e+00;-1.363736e+00;-1.266276e+00;+4.300000e-01;-6.787888e-01;-6.028773e-02;+7.318546e-01;+8.846838e-02;-9.960790e-01;+0.000000e+00;+7.289850e-01;+6.474599e-02;+6.814608e-01;-9.415969e-01;-1.138429e+00;+8.320621e-01;-5.601454e-01;-4.975023e-02;+8.268990e-01;+8.846838e-02;-9.960790e-01;+1.239810e-21;+8.236568e-01;+7.315442e-02;+5.623504e-01;-7.785028e-01;-1.123943e+00;+8.226137e-01;-5.601454e-01;-4.975023e-02;+8.268990e-01;+4.167402e-01;+8.457624e-01;+3.331869e-01;-7.159363e-01;+5.312352e-01;-4.530170e-01;-4.517350e-01;-1.094625e+00;+3.394750e-01;-8.970174e-01;+4.419952e-01;+7.820234e-07;+4.167402e-01;+8.457624e-01;+3.331869e-01;+1.472664e-01;+2.988748e-01;-9.428608e-01;-3.620317e-01;-1.138821e+00;+3.394337e-01;-1.555922e-06;+1.242942e-06;-1.000000e+00;+4.419981e-01;+8.970160e-01;+4.272238e-07;+8.970160e-01;-4.419981e-01;-1.945065e-06
